time,subject,fuzzer,run,state_type,state
1764842807,live555,chatafl,1,edges,40
1764843409,live555,chatafl,1,nodes,9
1764843409,live555,chatafl,1,edges,40
1764844852,live555,chatafl,1,nodes,9
1764844852,live555,chatafl,1,edges,41
1764845632,live555,chatafl,1,nodes,9
1764845632,live555,chatafl,1,edges,41
1764846593,live555,chatafl,1,nodes,9
1764846593,live555,chatafl,1,edges,42
1764847794,live555,chatafl,1,nodes,9
1764847794,live555,chatafl,1,edges,44
1764848395,live555,chatafl,1,nodes,9
1764848395,live555,chatafl,1,edges,44
1764849417,live555,chatafl,1,nodes,9
1764849417,live555,chatafl,1,edges,44
1764850017,live555,chatafl,1,nodes,9
1764850017,live555,chatafl,1,edges,44
1764850558,live555,chatafl,1,nodes,9
1764850558,live555,chatafl,1,edges,45
1764851339,live555,chatafl,1,nodes,9
1764851339,live555,chatafl,1,edges,45
1764853262,live555,chatafl,1,nodes,9
1764853262,live555,chatafl,1,edges,45
1764854104,live555,chatafl,1,nodes,9
1764854104,live555,chatafl,1,edges,45
1764854825,live555,chatafl,1,nodes,9
1764854825,live555,chatafl,1,edges,45
1764855786,live555,chatafl,1,nodes,9
1764855786,live555,chatafl,1,edges,45
1764856327,live555,chatafl,1,nodes,9
1764856327,live555,chatafl,1,edges,45
1764857048,live555,chatafl,1,nodes,9
1764857048,live555,chatafl,1,edges,45
1764857589,live555,chatafl,1,nodes,9
1764857589,live555,chatafl,1,edges,45
1764858371,live555,chatafl,1,nodes,9
1764858371,live555,chatafl,1,edges,45
1764858972,live555,chatafl,1,nodes,9
1764858972,live555,chatafl,1,edges,46
1764859514,live555,chatafl,1,nodes,9
1764859514,live555,chatafl,1,edges,46
1764861257,live555,chatafl,1,nodes,9
1764861257,live555,chatafl,1,edges,46
1764862339,live555,chatafl,1,nodes,9
1764862339,live555,chatafl,1,edges,46
1764863301,live555,chatafl,1,nodes,9
1764863301,live555,chatafl,1,edges,46
1764791003,live555,xpgfuzz,1,nodes,6
1764791003,live555,xpgfuzz,1,edges,8
1764791544,live555,xpgfuzz,1,nodes,6
1764791544,live555,xpgfuzz,1,edges,11
1764792085,live555,xpgfuzz,1,nodes,7
1764792085,live555,xpgfuzz,1,edges,13
1764792625,live555,xpgfuzz,1,nodes,8
1764792625,live555,xpgfuzz,1,edges,15
1764795087,live555,xpgfuzz,1,nodes,8
1764795087,live555,xpgfuzz,1,edges,17
1764795628,live555,xpgfuzz,1,nodes,8
1764795628,live555,xpgfuzz,1,edges,17
1764798090,live555,xpgfuzz,1,nodes,8
1764798090,live555,xpgfuzz,1,edges,17
1764800552,live555,xpgfuzz,1,nodes,8
1764800552,live555,xpgfuzz,1,edges,17
1764801092,live555,xpgfuzz,1,nodes,8
1764801092,live555,xpgfuzz,1,edges,18
1764801633,live555,xpgfuzz,1,nodes,8
1764801633,live555,xpgfuzz,1,edges,18
1764802173,live555,xpgfuzz,1,nodes,8
1764802173,live555,xpgfuzz,1,edges,18
1764802773,live555,xpgfuzz,1,nodes,8
1764802773,live555,xpgfuzz,1,edges,19
1764803314,live555,xpgfuzz,1,nodes,8
1764803314,live555,xpgfuzz,1,edges,21
1764803854,live555,xpgfuzz,1,nodes,8
1764803854,live555,xpgfuzz,1,edges,22
1764804635,live555,xpgfuzz,1,nodes,8
1764804635,live555,xpgfuzz,1,edges,23
1764805175,live555,xpgfuzz,1,nodes,8
1764805175,live555,xpgfuzz,1,edges,23
1764805716,live555,xpgfuzz,1,nodes,8
1764805716,live555,xpgfuzz,1,edges,23
1764806316,live555,xpgfuzz,1,nodes,8
1764806316,live555,xpgfuzz,1,edges,25
1764806917,live555,xpgfuzz,1,nodes,8
1764806917,live555,xpgfuzz,1,edges,25
1764807697,live555,xpgfuzz,1,nodes,8
1764807697,live555,xpgfuzz,1,edges,27
1764808238,live555,xpgfuzz,1,nodes,8
1764808238,live555,xpgfuzz,1,edges,27
1764809018,live555,xpgfuzz,1,nodes,8
1764809018,live555,xpgfuzz,1,edges,27
1764809618,live555,xpgfuzz,1,nodes,8
1764809618,live555,xpgfuzz,1,edges,27
1764810219,live555,xpgfuzz,1,nodes,8
1764810219,live555,xpgfuzz,1,edges,27
1764810759,live555,xpgfuzz,1,nodes,8
1764810759,live555,xpgfuzz,1,edges,27
1764811419,live555,xpgfuzz,1,nodes,8
1764811419,live555,xpgfuzz,1,edges,27
1764812019,live555,xpgfuzz,1,nodes,8
1764812019,live555,xpgfuzz,1,edges,27
1764812680,live555,xpgfuzz,1,nodes,8
1764812680,live555,xpgfuzz,1,edges,27
1764815143,live555,xpgfuzz,1,nodes,8
1764815143,live555,xpgfuzz,1,edges,28
1764815744,live555,xpgfuzz,1,nodes,8
1764815744,live555,xpgfuzz,1,edges,28
1764816284,live555,xpgfuzz,1,nodes,8
1764816284,live555,xpgfuzz,1,edges,28
1764816884,live555,xpgfuzz,1,nodes,8
1764816884,live555,xpgfuzz,1,edges,29
1764817425,live555,xpgfuzz,1,nodes,8
1764817425,live555,xpgfuzz,1,edges,29
1764817966,live555,xpgfuzz,1,nodes,8
1764817966,live555,xpgfuzz,1,edges,32
1764820429,live555,xpgfuzz,1,nodes,8
1764820429,live555,xpgfuzz,1,edges,32
1764821149,live555,xpgfuzz,1,nodes,8
1764821149,live555,xpgfuzz,1,edges,32
1764821810,live555,xpgfuzz,1,nodes,8
1764821810,live555,xpgfuzz,1,edges,32
1764822350,live555,xpgfuzz,1,nodes,8
1764822350,live555,xpgfuzz,1,edges,32
1764823130,live555,xpgfuzz,1,nodes,8
1764823130,live555,xpgfuzz,1,edges,33
